smiles,adrb1,adrb2,aa2ar,drd3,cxcr4
C[NH+]1CCN(CC1)[C@H](c2ccc(cc2)C(F)(F)F)c3cc(c4cccnc4c3O)Cl,,,,0.0,
C[NH+]1CCN(CC1)[C@H](c2ccc(cc2)Cl)[C@@H](C(=O)c3c[nH]c4c3cccc4)O,,,0.0,,
C[NH+]1CCN(CC1)[C@H]2N=C3C(=NC(=NC3=O)[NH-])N2[C@@H]4[C@@H]([C@@H]([C@@H](O4)CO)O)O,,,0.0,,
C[NH+]1CCN(CC1)[C@H]2N=C3C(=NC(=NC3=O)[NH-])N2[C@@H]4[C@H]([C@H]([C@@H](O4)CO)O)O,,,0.0,,
C[NH+]1CCN(CC1)[C@H]2N=C3C(=NC(=NC3=O)[NH-])N2[C@H]4[C@@H]([C@@H]([C@@H](O4)CO)O)O,,,0.0,,
C[NH+]1CCN(CC1)c2c(c(=O)n3ccccc3n2)/C=C(\C#N)/C(=O)NC4CCCCC4,,,0.0,,
C[NH+]1CCN(CC1)c2c(c(ncn2)NNC(=O)c3ccc(cc3)Cl)N,,0.0,,,
C[NH+]1CCN(CC1)c2c(c(ncn2)Nc3ccc(cn3)Cl)[N+](=O)[O-],,,0.0,,
C[NH+]1CCN(CC1)c2c(c(ncn2)Nc3ccc4c(c3)OCCO4)[N+](=O)[O-],,,0.0,,
C[NH+]1CCN(CC1)c2c(c(ncn2)Nc3ccncc3)[N+](=O)[O-],,,0.0,,
C[NH+]1CCN(CC1)c2c(cccc2Cl)NC(=O)CSc3nnc(o3)c4ccc(cc4)[N+](=O)[O-],,,0.0,,
C[NH+]1CCN(CC1)c2c(cccc2Cl)NC(=O)CSc3nnc(o3)c4cccc(c4)[N+](=O)[O-],,,0.0,,
C[NH+]1CCN(CC1)c2c(cccc2Cl)NC(=S)NC(=O)c3ccc4ccccc4c3,,0.0,,,
C[NH+]1CCN(CC1)c2c(cccn2)CNc3ccncc3[N+](=O)[O-],,,0.0,,
C[NH+]1CCN(CC1)c2cc(c3c(c2N)C(=O)c4ccccc4C3=O)NCCc5ccccc5,,0.0,,,
C[NH+]1CCN(CC1)c2cc(cc[nH+]2)CNC(=O)/C=C/c3ccc(cc3)F,,,,,0.0
C[NH+]1CCN(CC1)c2cc(cc[nH+]2)CNC(=O)C3=Cc4cc(ccc4OC3)Cl,,,,,0.0
C[NH+]1CCN(CC1)c2cc(cc[nH+]2)CNC(=O)CSc3ccc(cc3)Cl,,,,,0.0
C[NH+]1CCN(CC1)c2cc(cc[nH+]2)CNC(=O)N3CCC[C@@H](C3)CCC(=O)N,,0.0,,,
C[NH+]1CCN(CC1)c2cc(cc[nH+]2)CNC(=O)NCCSc3ccc(cc3)Cl,,,,,0.0
C[NH+]1CCN(CC1)c2cc(cc[nH+]2)CNC(=O)Nc3ccc(c(c3)F)Cl,,,,,0.0
C[NH+]1CCN(CC1)c2ccc(cc2)C(=O)N3CCC4(CC3)C[C@H]4C(=O)Nc5ccc(cc5)SC,,,,0.0,
C[NH+]1CCN(CC1)c2ccc(cc2)CNC(=O)[C@@H]3CN(CC34CC[NH2+]CC4)C(=O)[C@H]5CCC=CC5,,,0.0,,
C[NH+]1CCN(CC1)c2ccc(cc2)NC(=O)/C=C/c3ccc(o3)c4cc(cc(c4)Cl)Cl,,,,0.0,
C[NH+]1CCN(CC1)c2ccc(cc2)NC(=S)NC(=O)c3ccccc3,,,,,0.0
C[NH+]1CCN(CC1)c2ccc(cc2)NC[C@@H]3C=c4ccc(cc4=[NH+]C3=O)OC,,,,,0.0
C[NH+]1CCN(CC1)c2ccc(cc2)NC[C@H]3C=c4ccccc4=[NH+]C3=O,,,,,0.0
C[NH+]1CCN(CC1)c2ccc(cc2)Nc3ncc(c(n3)Sc4cccc(c4)NC(=O)C=C)Cl,,0.0,,,
C[NH+]1CCN(CC1)c2ccc(cc2/C=N\NC(=O)c3ccc(cc3)Cl)[N+](=O)[O-],,,0.0,,
C[NH+]1CCN(CC1)c2ccc(cc2C=NNC(=O)c3ccc(cc3)Cl)[N+](=O)[O-],,,0.0,,
C[NH+]1CCN(CC1)c2ccc(cc2Cl)NC(=O)/C=C/c3ccc(o3)c4cccc(c4Cl)Cl,,0.0,,,
C[NH+]1CCN(CC1)c2ccc(cc2Cl)NC(=S)NC(=O)/C=C/c3ccc(o3)c4ccc(cc4)Cl,0.0,,,,
C[NH+]1CCN(CC1)c2ccc(cc2NC(=O)C3=NN(C(=O)CC3)[C@@H]4CCS(=O)(=O)C4)Cl,,,0.0,,
C[NH+]1CCN(CC1)c2ccc(cc2[N+](=O)[O-])/C=C/3\C(=O)NC(=O)N(C3=O)C,,,0.0,,
C[NH+]1CCN(CC1)c2ccc(cc2[N+](=O)[O-])/C=C/c3c(c(=O)[nH]c(=O)[nH]3)[N+](=O)[O-],,,0.0,,
C[NH+]1CCN(CC1)c2ccc(cn2)CNC(=[NH2+])NCCc3ccc(cc3)OC,0.0,,,,
C[NH+]1CCN(CC1)c2ccc(cn2)NC(=O)CCCc3ccc(s3)Br,,,,0.0,
C[NH+]1CCN(CC1)c2ccc(cn2)NC(=O)c3ccc(cc3)Oc4ccc(cn4)C(F)(F)F,,,,0.0,
C[NH+]1CCN(CC1)c2ccc(cn2)NS(=O)(=O)c3ccc4c(c3)oc(=O)[nH]4,,,0.0,,
C[NH+]1CCN(CC1)c2ccc(cn2)c3cc4c([nH+]c3)NCCN4Cc5c(cccc5Cl)C(F)(F)F,,0.0,,,
C[NH+]1CCN(CC1)c2ccc(nn2)c3ccc(cc3)NS(=O)(=O)c4ccc(c(c4)F)OC,,,0.0,,
C[NH+]1CCN(CC1)c2cccc3n2cc([nH+]3)CN(CC4CC4)[C@H]5CCCc6c5nccc6,,,,0.0,
C[NH+]1CCN(CC1)c2nc(nc(n2)N/N=C/c3ccc(cc3)O)Nc4ccc(cc4)[N+](=O)[O-],,0.0,,,
C[NH+]1CCN(CC1)c2nnc(s2)SCC(=O)Nc3ccccc3C(F)(F)F,,,,,0.0
C[NH+]1CCN(CC1)n2c3c(c(nc2=O)SCC(=O)N4CCc5c4cccc5)CCCC3,,,,0.0,
C[NH+]1CCN(CC1)n2c3c(c(nc2=O)SCC(=O)NC4CCCC4)CCC3,,,0.0,,
C[NH+]1CCN(CC1)n2c3c(c(nc2=O)SCC(=O)Nc4ccc(cc4)[N+](=O)[O-])CCCC3,,,0.0,,
C[NH+]1CCN(CC1)n2c3c(c(nc2=O)SCc4cccc5c4cccc5)CCCC3,,,,0.0,
C[NH+]1CCN([C@@H](C1)c2ccccc2)CCCNC(=O)CNC(=O)CC3CCCCC3,0.0,,,,
C[NH+]1CCN([C@@H](C1)c2ccccc2)CCNC(=O)CNC(=O)C34CC5CC(C3)CC(C5)C4,,,0.0,,
C[NH+]1CCN([C@@H]1c2cc(cs2)Br)C,,,,0.0,
C[NH+]1CCN2c3ccc(cc3C[C@@]4([C@@H]2C1)C(=O)NC(=O)N(C4=O)CCc5ccc(c(c5)OC)OC)[N+](=O)[O-],,,0.0,,
C[NH+]1CCN2c3ccc(cc3C[C@@]4([C@@H]2C1)C(=O)NC(=O)N(C4=O)c5cccc(c5)C(F)(F)F)[N+](=O)[O-],,,0.0,,
C[NH+]1CCN2c3ccc(cc3C[C@@]4([C@@H]2C1)C(=O)NC(=S)N(C4=O)CC=C)[N+](=O)[O-],,,0.0,,
C[NH+]1CCN2c3cccc(c3C[C@@]4([C@@H]2C1)C(=O)N=C(N(C4=O)CCOC)O)Cl,,,0.0,,
C[NH+]1CCN2c3ccccc3C[C@@]4([C@@H]2C1)C(=O)N=C(N(C4=O)CCc5ccc(c(c5)OC)OC)O,,,0.0,,
C[NH+]1CCN2c3ccccc3C[C@@]4([C@@H]2C1)C(=O)NC(=O)N(C4=O)c5cccc(c5)C(F)(F)F,,,0.0,,
C[NH+]1CCNC(=O)[C@@H]1CC(=O)N2CCC(CC2)C(=O)c3ccc4c(c3)NC(=O)CO4,,,0.0,,
C[NH+]1CC[C@@H](C1)C(=O)NC2(CCC2)c3[nH]cc(n3)C(=O)[O-],,,0.0,,
C[NH+]1CC[C@@H](C1)CN(C)S(=O)(=O)c2cc(cc(c2)Br)[N+](=O)[O-],0.0,,,,
C[NH+]1CC[C@@H](C1)CNC(=O)[C@@H]2CN(CC23CC[NH2+]CC3)C(=O)[C@@H]4CCC=CC4,,,,,0.0
C[NH+]1CC[C@@H](C1)CNC(=O)[C@@H]2CN(CC23CC[NH2+]CC3)C(=O)c4c(ccc(c4F)Cl)F,,,,,0.0
C[NH+]1CC[C@@H](C1)CNC(=O)[C@@H]2CN(CC23CC[NH2+]CC3)C(=O)c4cc(cc(c4)F)C(F)(F)F,,,,,0.0
C[NH+]1CC[C@@H](C1)CNC(=O)[C@@H]2CN(CC23CC[NH2+]CC3)C(=O)c4csc(c4OC)Cl,,,,,0.0
C[NH+]1CC[C@@H](C1)CNS(=O)(=O)c2ccc(cc2[N+](=O)[O-])N,,,0.0,,
C[NH+]1CC[C@@H](C1)CNS(=O)(=O)c2cnc(nc2)NN,,,0.0,,
C[NH+]1CC[C@@H](C1)N(C)C(=O)c2csc3n2cc(n3)c4ccc(cc4)C(F)(F)F,,,,0.0,
C[NH+]1CC[C@@H](C1)NC(=O)N2CCC[C@@H](C2)C(=O)[O-],,,0.0,,
C[NH+]1CC[C@@H](C1)NC(=O)c2ccc(c(c2)C(F)(F)F)NN,0.0,,,,
C[NH+]1CC[C@@H](C1)NS(=O)(=O)c2c(cc(cc2Cl)Cl)N,0.0,,,,
C[NH+]1CC[C@@H](C1)NS(=O)(=O)c2ccc(cc2[N+](=O)[O-])NN,,,0.0,,
C[NH+]1CC[C@@H](C1)Nc2cc3c(cc2N)CC(=O)N3,,0.0,,,
C[NH+]1CC[C@@H](C1)n2c3ccc(cc3nc2CCl)Br,,,,0.0,
C[NH+]1CC[C@@]([C@H](C1)C(=O)c2ccc(cc2)Br)(c3ccc(cc3)Br)O,,,,0.0,
C[NH+]1CC[C@@]2(C1)CC[NH+](C2)Cc3cn(nc3c4ccc(cc4F)OC)c5ccccc5,,,,,0.0
C[NH+]1CC[C@H](C1)CNC(=O)[C@@H]2CN(CC23CC[NH2+]CC3)C(=O)c4cc(cc(c4)OC)OC,,,0.0,,
C[NH+]1CC[C@H](C1)CNC(=O)[C@@H]2CN(CC23CC[NH2+]CC3)C(=O)c4ccc(c(c4)C(F)(F)F)F,,,,,0.0
C[NH+]1CC[C@H](C1)CNC(=O)[C@@H]2CN(CC23CC[NH2+]CC3)C(=O)c4ccc(cc4OC)OC,,,0.0,,
C[NH+]1CC[C@H](C1)CNC(=O)[C@@H]2CN(CC23CC[NH2+]CC3)C(=O)c4ccccc4C(F)(F)F,,,,,0.0
C[NH+]1CC[C@H](C1)CNS(=O)(=O)c2cc(cc(c2Br)N)Cl,,,0.0,,
C[NH+]1CC[C@H](C1)CNS(=O)(=O)c2cc(ccc2N)Br,0.0,,,,
C[NH+]1CC[C@H](C1)CNS(=O)(=O)c2ccc(cc2)C(=S)N,0.0,,,,
C[NH+]1CC[C@H](C1)CNS(=O)(=O)c2ccc(s2)Br,,0.0,,,
C[NH+]1CC[C@H](C1)CNc2ccc(cc2[N+](=O)[O-])C(=O)[O-],,,0.0,,
C[NH+]1CC[C@H](C1)C[NH2+]C[C@@H](COc2ccc(cc2Cl)Cl)O,,,,,0.0
C[NH+]1CC[C@H](C1)C[NH2+]C[C@@H](c2ccc(cc2)S(=O)(=O)C)O,,,,,0.0
C[NH+]1CC[C@H](C1)NS(=O)(=O)c2c(cc(cc2Br)Br)N,,,0.0,,
C[NH+]1CC[C@H](C1)Nc2cc3c(cc2Br)OCCO3,0.0,,,,
C[NH+]1CC[C@H](C1)Nc2ccc(c(c2)C(F)(F)F)C(=S)N,,0.0,,,
C[NH+]1CC[C@H](C1)Nc2ccc(cc2C(=O)[O-])Cl,,,0.0,,
C[NH+]1CC[C@]2(C1)CCN(C2)C(=O)c3ccc(cc3)OC4CC[NH+](CC4)CCc5ccccc5,,,,,0.0
C[NH+]1CC[C@]2(C1)CCN(C2)Cc3cn(nc3c4cc5ccccc5o4)Cc6ccccc6,,,,0.0,
C[NH+]1CC[C@]23C=C[C@@H](C[C@@H]2Oc4c3c(ccc4O[C@H]5[C@H]([C@@H]([C@@H]([C@H](O5)C(=O)[O-])O)O)O)C1)O,,,0.0,,
C[NH+]1CC[C@]23c4c5ccc(c4O[C@H]2C(=O)CC[C@]3([C@H]1C5)O)O[C@@H]6[C@@H]([C@@H]([C@@H]([C@@H](O6)C(=O)[O-])O)O)O,,,0.0,,
C[NH+]1CC[C@]23c4c5ccc(c4O[C@H]2C(=O)CC[C@]3([C@H]1C5)O)O[C@H]6[C@H]([C@H]([C@@H]([C@@H](O6)C(=O)[O-])O)O)O,,,0.0,,
C[NH+]1CC[C@]23c4c5ccc(c4O[C@H]2[C@@H](C=C[C@H]3[C@H]1C5)Cl)OC,,,,0.0,
C[NH+]1CC[C@]23c4c5ccc(c4O[C@H]2[C@]6(C=C[C@]3([C@H]1C5)c7c6c(c(cc7O)SCCO)O)OC)OC,,,,,0.0
C[NH+]1CC[NH+]([C@H](C1)c2ccccc2)CCCNC(=O)NCc3ccccc3,0.0,,,,
C[NH+]1CCc2c(c(c3c(c2Br)OCO3)OC)[C@@H]1[C@@H]4c5ccc(c(c5C(=O)O4)OC)OC,0.0,,,,
C[NH+]1CCc2c(c(c3c(c2NC(=O)[C@@H]4COc5ccccc5O4)OCO3)OC)C1,,,0.0,,
C[NH+]1CCc2c(cc(c(n2)SCc3cccc(c3)Br)C#N)C1,,,,0.0,
C[NH+]1CCc2c(cc(c(n2)SCc3ccccc3Br)C#N)C1,,,,0.0,
C[NH+]1CCc2c(cc3c(c2OC)OCO3)[C@H]1c4c(=O)[nH]c(=O)n(c4O)CC=C,,,0.0,,
C[NH+]1CCc2c(nc(nc2c3c4c(nc(n3)N[N+](=O)[O-])CCN(C4)C)N[N+](=O)[O-])C1,,,0.0,,
C[NH+]1CCc2c(sc(c2C(=O)N)NC(=O)CCCS(=O)(=O)c3ccccc3)C1,,0.0,,,
C[NH+]1CCc2c(sc(c2C(=O)N)NC(=O)CCCSc3ccccc3)C1,,,0.0,,
C[NH+]1CCc2c(sc(c2C(=O)N)NC(=O)COc3ccc(cc3Cl)Cl)C1,,,0.0,,
C[NH+]1CCc2c(sc(c2C(=O)N)NC(=O)[C@@H]3CCCN3S(=O)(=O)c4ccc(cc4)F)C1,,,0.0,,
C[NH+]1CCc2c(sc(c2C(=O)N)NC(=O)[C@@H]3CCCN3S(=O)(=O)c4ccc(cc4)OC)C1,,,0.0,,
C[NH+]1CCc2c(sc(c2C(=O)N)NC(=O)[C@H]3CCCN(C3)S(=O)(=O)c4ccc(s4)Cl)C1,0.0,,,,
C[NH+]1CCc2c(sc(c2C(=O)N)NC(=O)c3ccc(s3)c4nc5ccccc5s4)C1,,,0.0,,
C[NH+]1CCc2c(sc(c2C(=O)OC)/N=C/c3cc(cc(c3O)Cl)Br)C1,,,,0.0,
C[NH+]1CCc2c(sc(c2C(=O)OC)NC(=O)/C=C/c3ccc(s3)[N+](=O)[O-])C1,,,0.0,,
C[NH+]1CCc2c(sc(c2C(=O)OC)NC(=O)/C=C\c3cccc(c3)[N+](=O)[O-])C1,,,0.0,,
C[NH+]1CCc2c(sc(c2C(=O)OC)NC(=O)c3cc(nc4c3cccc4)c5cccs5)C1,,,,0.0,
C[NH+]1CCc2c(sc(c2C(=O)OC)NC(=O)c3ccc(cc3)S(=O)(=O)N4CCOCC4)C1,,,,0.0,
C[NH+]1CCc2c(sc(c2C(=O)[O-])NC(=O)C(=O)[O-])C1,,,0.0,,
C[NH+]1CCc2c(sc(c2CNC(=O)Nc3ccc(cc3OC)OC)n4cccc4)C1,,,0.0,,
C[NH+]1CCc2c(sc(c2CNC(=O)Nc3cccc(c3)C(F)(F)F)n4cccc4)C1,,,0.0,,
C[NH+]1CCc2c(sc(c2c3nc4ccccc4s3)NC(=O)CCSc5ccc(cc5)OC)C1,,,,0.0,
C[NH+]1CCc2c(sc(c2c3nc4ccccc4s3)NC(=O)c5ccccc5SC)C1,,,,0.0,
C[NH+]1CCc2c(sc-3c2CN([C@@H](c4n3ccc4)c5ccc(cc5)F)C(=O)NCc6ccc(cc6)F)C1,,,,0.0,
C[NH+]1CCc2c(sc-3c2CN([C@@H](c4n3ccc4)c5ccc(cc5)OC)C(=O)NCc6ccc(cc6)F)C1,,,,0.0,
C[NH+]1CCc2c(sc-3c2CN([C@H](c4n3ccc4)c5ccc(cc5)F)C(=O)NCc6ccc(cc6)F)C1,,,,0.0,
C[NH+]1CCc2c(sc3c2C(=N[C@@H](N3)c4c(cccc4Cl)Cl)O)C1,,,0.0,,
C[NH+]1CCc2c(sc3c2C(=N[C@@H](N3)c4ccc(c(c4)OC)OC(=O)c5ccc(cc5)Cl)O)C1,,,,0.0,
C[NH+]1CCc2c(sc3c2C(=N[C@H](N3)c4c(cccc4Cl)Cl)O)C1,0.0,,,,
C[NH+]1CCc2c(sc3c2C(=N[C@H](N3)c4cc(c(c(c4)Br)OC)OC)O)C1,,,,0.0,
C[NH+]1CCc2c(sc3c2C(=N[C@H](N3)c4ccc(cc4)Br)O)C1,,,0.0,,
C[NH+]1CCc2c(sc3c2C(=N[C@H](N3)c4ccc(cc4)OC(=O)c5cccc6c5cccc6)O)C1,,,,0.0,
C[NH+]1CCc2c(sc3c2C(=N[C@H](N3)c4ccc(cc4)OCc5ccccc5Cl)O)C1,,,,0.0,
C[NH+]1CCc2c(sc3c2C(=N[C@H](N3)c4ccc(o4)c5ccccc5[N+](=O)[O-])O)C1,,,0.0,,
C[NH+]1CCc2c(sc3c2C(=N[C@H](N3)c4cccs4)O)C1,0.0,,,,
C[NH+]1CCc2c(sc3c2C(=O)N[C@@H](N3)c4ccc(cc4)OC(=O)c5ccc(cc5)Cl)C1,,,,0.0,
C[NH+]1CCc2c(sc3c2C(=O)N[C@@H](N3)c4ccc(cc4)OC(=O)c5ccc(cc5Cl)Cl)C1,,0.0,,,
C[NH+]1CCc2c(sc3c2C(=O)N[C@@H](N3)c4ccc(o4)c5ccc(cc5)Cl)C1,,,0.0,,
C[NH+]1CCc2c(sc3c2C(=O)N[C@@H](N3)c4cccc(c4)Oc5ccc(cc5[N+](=O)[O-])[N+](=O)[O-])C1,,,0.0,,
C[NH+]1CCc2c(sc3c2C(=O)N[C@H](N3)/C=C\c4cccc(c4)[N+](=O)[O-])C1,,,0.0,,
C[NH+]1CCc2c(sc3c2C(=O)N[C@H](N3)c4ccc(cc4)OC(=O)c5ccc(cc5)OC)C1,,,0.0,,
C[NH+]1CCc2c(sc3c2C(=O)N[C@H](N3)c4ccc(o4)c5ccc(cc5)F)C1,,,0.0,,
C[NH+]1CCc2c(sc3c2c(=O)n(c(n3)SCC(=O)NCCc4ccccc4)c5ccc(cc5)Cl)C1,,,,0.0,
C[NH+]1CCc2c(sc3c2c(nc(n3)SC)SCC(=O)N4CCCC4)C1,,,,0.0,
C[NH+]1CCc2c3ccccc3[nH]c2[C@@H]1c4c(=O)[nH]c(=O)n(c4[O-])C5CCCCC5,,,0.0,,
C[NH+]1CCc2cc3c(c(c2[C@@H]1C#CC[NH+](C)C)OC)OCO3,,,,,0.0
C[NH+]1CCc2cc3c(c(c2[C@@H]1C/C(=N/O)/Cc4ccc(c(c4)OC)OC)OC)OCO3,,,0.0,,
C[NH+]1CCc2cc3c(c(c2[C@@H]1C/C(=N/O)/c4c(c(c5c(c4OC)cco5)OC)O)OC)OCO3,,,0.0,,
C[NH+]1CCc2cc3c(c(c2[C@@H]1C/C(=N/O)/c4ccc(cc4OC)OC)OC)OCO3,,,0.0,,
C[NH+]1CCc2cc3c(c(c2[C@@H]1C/C(=N/O)/c4ccncc4)OC)OCO3,,,0.0,,
C[NH+]1CCc2cc3c(c(c2[C@@H]1C/N=C/C4C(=O)NC(=O)N(C4=O)c5cccc(c5)Cl)OC)OCO3,,,0.0,,
C[NH+]1CCc2cc3c(c(c2[C@@H]1C/N=C/C4C(=O)NC(=O)NC4=O)OC)OCO3,,,0.0,,
C[NH+]1CCc2cc3c(c(c2[C@@H]1C/N=C/C4C(=O)NC(=S)N(C4=O)c5ccc(cc5)OC)OC)OCO3,,,0.0,,
C[NH+]1CCc2cc3c(c(c2[C@@H]1CC(=O)C[C@H]4c5c(cc6c(c5OC)OCO6)CC[NH+]4C)OC)OCO3,,,0.0,,
C[NH+]1CCc2cc3c(c(c2[C@@H]1c4c(=O)[nH]c(=O)n(c4O)c5ccc(cc5)OC)OC)OCO3,,,0.0,,
C[NH+]1CCc2cc3c(c(c2[C@@H]1c4c(=O)[nH]c(=O)n(c4O)c5ccccc5OC)OC)OCO3,,,0.0,,
C[NH+]1CCc2cc3c(c(c2[C@@H]1c4c(=O)[nH]c(=O)n(c4[O-])c5ccccc5OC)OC)OCO3,,,0.0,,
C[NH+]1CCc2cc3c(c(c2[C@@H]1c4c(=O)[nH]c(=S)n(c4O)c5cc(ccc5OC)OC)OC)OCO3,,,0.0,,
C[NH+]1CCc2cc3c(c(c2[C@@H]1c4c(=O)[nH]c(=S)n(c4O)c5ccc(cc5)OC)OC)OCO3,,,0.0,,
C[NH+]1CCc2cc3c(c(c2[C@@H]1c4c(=O)nc(n(c4O)c5ccccc5OC)[S-])OC)OCO3,,,0.0,,
C[NH+]1CCc2cc3c(c(c2[C@@H]1c4c([nH]c(=O)n(c4=O)CCc5ccc(c(c5)OC)OC)O)OC)OCO3,,,0.0,,
C[NH+]1CCc2cc3c(c(c2[C@@H]1c4c([nH]c(=S)n(c4=O)c5ccccc5Cl)O)OC)OCO3,,,0.0,,
C[NH+]1CCc2cc3c(c(c2[C@@H]1c4c(n(c(=O)n(c4=O)c5ccccc5)c6ccccc6)O)OC)OCO3,,,0.0,,
C[NH+]1CCc2cc3c(c(c2[C@@H]1c4nnnn4c5ccc(cc5)C(=O)N(C)C)OC)OCO3,,,0.0,,
C[NH+]1CCc2cc3c(c(c2[C@@H]1c4nnnn4c5ccc(cc5)C(=O)N/N=C/c6ccccc6)OC)OCO3,,,0.0,,
C[NH+]1CCc2cc3c(c(c2[C@H]1C#CCOc4ccc(cc4)c5c6ccccc6c(nn5)Cl)OC)OCO3,,,,0.0,
C[NH+]1CCc2cc3c(c(c2[C@H]1C/N=C/C4C(=NC(=O)N(C4=O)c5ccccc5Cl)O)OC)OCO3,,,0.0,,
C[NH+]1CCc2cc3c(c(c2[C@H]1C/N=C/C4C(=O)NC(=O)N(C4=O)C5CCCCC5)OC)OCO3,,,0.0,,
C[NH+]1CCc2cc3c(c(c2[C@H]1C/N=C/C4C(=O)NC(=O)N(C4=O)c5cccc(c5)Cl)OC)OCO3,,,0.0,,
C[NH+]1CCc2cc3c(c(c2[C@H]1CC(=O)c4c(=O)[nH]c(=O)n(c4O)Cc5ccccc5)OC)OCO3,,,0.0,,
C[NH+]1CCc2cc3c(c(c2[C@H]1C[C@@H](c4cc(c(c(c4)OC)OC)OC)O)OC)OCO3,,,0.0,,
C[NH+]1CCc2cc3c(c(c2[C@H]1C[C@H](c4cc(c(c(c4)OC)OC)OC)O)OC)OCO3,,,0.0,,
C[NH+]1CCc2cc3c(c(c2[C@H]1NC(=O)NCCc4ccc(c(c4)OC)OC)OC)OCO3,,,0.0,,
C[NH+]1CCc2cc3c(c(c2[C@H]1c4c(=O)[nH]c(=O)n(c4O)Cc5ccccc5)OC)OCO3,,,0.0,,
C[NH+]1CCc2cc3c(c(c2[C@H]1c4c(=O)[nH]c(=S)n(c4O)c5cccc6c5cccc6)OC)OCO3,,,0.0,,
C[NH+]1CCc2cc3c(c(c2[C@H]1c4c(=O)nc(n(c4O)c5ccccc5OC)[S-])OC)OCO3,,,0.0,,
C[NH+]1CCc2cc3c(c(c2[C@H]1c4c([nH]c(=O)n(c4=O)CCc5ccc(c(c5)OC)OC)[O-])OC)OCO3,,,0.0,,
C[NH+]1CCc2cc3c(c(c2[C@H]1c4c([nH]c(=O)n(c4=O)c5ccc(cc5)Br)O)OC)OCO3,,,0.0,,
C[NH+]1CCc2cc3c(c(c2[C@H]1c4c([nH]c(=S)n(c4=O)Cc5ccc(cc5)F)[O-])OC)OCO3,,,0.0,,
C[NH+]1CCc2cc3c(c(c2[C@H]1c4c(n(c(=O)n(c4=O)c5ccccc5)c6ccccc6)O)OC)OCO3,,,0.0,,
C[NH+]1CCc2cccc-3c2[C@H]1Cc4c3c(c(cc4)O[C@@H]5[C@@H]([C@@H]([C@@H]([C@@H](O5)C(=O)[O-])O)O)O)O,,,0.0,,
C[NH+]1CCc2ccccc2[C@@H]1Cc3ccccc3NS(=O)(=O)c4cc(c(cc4Cl)Cl)Cl,,,,0.0,
C[NH+]1CCc2ccccc2[C@H]1CC(=O)Nc3ccc(cc3)I,,,,0.0,
C[NH+]1CCc2ccccc2[C@H]1Cc3ccccc3NS(=O)(=O)c4cc(c(cc4Cl)Cl)Cl,,,,0.0,
C[NH+]1CNC(=NS(=O)(=O)c2ccc(cc2)NC(=O)c3ccc(cc3)[N+](=O)[O-])NC1,,,0.0,,
C[NH+]1C[C@@H](C[C@@]12c3cc(ccc3NC2=O)[N+](=O)[O-])C(=O)OC,,,0.0,,
C[NH+]1C[C@@H]([C@@H]([C@]12c3cc(ccc3NC2=O)OC)C(=O)c4ccccc4)c5cccc(c5)[N+](=O)[O-],,,0.0,,
C[NH+]1C[C@@H]([C@H](C1)C(=O)c2ccc(cc2)Cl)c3ccc(o3)c4ccc(cc4Cl)Cl,,,,0.0,
C[NH+]1C[C@@H]2[C@H](C1)[C@@](N[C@@H]2[C@@H]3C=C[C@@H](O3)[C@@H]4C=CN=N4)(CO)c5ccccc5,,,0.0,,
C[NH+]1C[C@@H]2[C@H](C1)[C@](N[C@@H]2c3cccnc3OC)(Cc4ccc(cc4)O)CO,,,0.0,,
C[NH+]1C[C@H](C[C@@H]1C2CCN(CC2)C(=O)C3CCCCC3)C(=O)Nc4ccc(cc4)F,,,,0.0,
C[NH+]1C[C@H](C[C@@H]1C2CCN(CC2)C(=O)c3ccncc3)C(=O)Nc4cccc(c4)F,,,,0.0,
C[NH+]1C[C@H](C[C@@H]1C2CC[NH+](CC2)C[C@@H]3CCOC3)C(=O)Nc4ccc(cc4)OC,,,,,0.0
C[NH+]1C[C@H](C[C@H]1c2nc(no2)c3ccc(cc3)OC(F)(F)F)NS(=O)(=O)c4ccc(cc4)C#N,,,0.0,,
C[NH+]1C[C@H](C[C@H]1c2nc(no2)c3ccc(cc3)OC)NS(=O)(=O)c4ccc(cc4)F,,,0.0,,
C[NH+]1C[C@H](C[C@H]1c2nc(no2)c3ccncc3)NS(=O)(=O)c4ccc(cc4)Cl,,,0.0,,
C[NH+]1C[C@H](C[C@H]1c2nc(no2)c3cnccn3)NS(=O)(=O)c4ccc(cc4)F,,,0.0,,
C[NH+]1C[C@H](C[C@H]1c2nc(no2)c3cnccn3)NS(=O)(=O)c4ccc(cc4)OC,,,0.0,,
C[NH+]1C[C@H](C[C@H]1c2nc(no2)c3cnccn3)NS(=O)(=O)c4ccccc4,,,0.0,,
C[NH+]1C[C@H](C[C@H]1c2nc(no2)c3cncnc3)NS(=O)(=O)c4cccc5c4nccc5,,,0.0,,
C[NH+]1C[C@H]([C@@H]([C@@]12c3cc(ccc3NC2=O)Br)C(=O)c4ccco4)c5cccc(c5)[N+](=O)[O-],,,0.0,,
C[NH+]1C[C@H]([C@@H]([C@@]12c3ccccc3NC2=O)C(=O)c4ccc5c(c4)OCO5)c6cccc(c6)[N+](=O)[O-],,,0.0,,
